제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
이번 웹플 특전 경쟁률 얼마엿나요,[일반],작년 8.3:1 ㄷㄷ,디갤러,추천 0,조회 288,2024.12.04 22:33:11,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3698&page=8
이거 가능한가요,[일반],"디미고 중1 내신도 보나요?
수행 50 지필 50 들어가는데 국어수행이 4점이나 깎였어요..
지필 만점 받으면 가능할까요
)갤 잘못간거 같아서 여기다가 재업해요",디갤러,추천 0,조회 559,2024.12.03 19:06:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3696&page=8
동아리,[일반],자율 동아리는 그냥 랜덤으로 가는거에요? 아니면 면접 같은거 하나여,디갤러,추천 0,조회 548,2024.12.03 18:03:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3695&page=8
디미고 붙은 게이들을 위한 필독서,[일반],"1. 그램, 갤럭시북 사지마라

게임 안돌아가서 스트레스 받는다

2. 샤워 횟수는 한달에 3번 이하로 유지해라
보통 샤워 횟수와 친구의 수는 반비례한다

2-1. 그럼에도 샤워 하고 싶다면 바디워시 사용은 절대 금물이다

3. 빨래 되도록이면 하지마라
2번과 마찬가지로 빨래 횟수도 친구의 수와 반비례한다

4. 생필품 사오지 마라
훔치면 그만이다",디갤러,추천 9,조회 865,2024.12.02 18:58:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3693&page=8
신입생들을 위한 충격적 기숙사 사실,[일반],학봉관의 침대와 관물대는 2005년산이다,ㅇㅇ,추천 1,조회 860,2024.12.02 11:26:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3692&page=8
사복,[일반],지퍼있는 겉옷도 안되는거임?,ㅇㅇ,추천 1,조회 449,2024.12.01 20:55:22,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3691&page=8
여자도 교복 바지 많이 입나요?,[일반],고민중,디갤러,추천 1,조회 595,2024.12.01 19:52:37,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3690&page=8
예비소집일 가는 신입생들 필독,[일반],이사장님 말씀하실 때 절대 자면 안된다 자는거 보이면 내용 뭐였는지 물어본다,디갤러,추천 6,조회 610,2024.11.30 13:57:39,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3688&page=8
조기졸업 카이스트 ㄱㄴ?,[일반],"디미고 조기졸업하고 카이스트 갈 수 있음ㅍ?
- dc official App",디갤러,추천 1,조회 992,2024.11.30 11:51:09,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3687&page=8
샤워,[일반],"대부분 저녁시간에 씻는 거 같은데
대충 세수만 하고 아침에만 샤워하면 안돼여???
밤에 머리감으면 떡짐",ㅇㅇ,추천 0,조회 684,2024.11.30 02:22:39,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3686&page=8
자습실 에어팟,[일반],ㄱㄴ?,디갤러,추천 0,조회 547,2024.11.30 01:03:17,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3685&page=8
연애,[일반],"디미고 안에서 연애하면 쌤들이 뭐라해요??

뭐 과팅 같은건 없나..",디갤러,추천 0,조회 759,2024.11.29 22:30:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3683&page=8
선배님들 체육복,[일반],"체육복 몇개씩 구매하셨나요?
중학교에선 매일 체육복 입고 살았는데 체육시간 전후로만 입을 수 있으니까 몇개 사야할지 감이 안잡힙니다
- dc official App",ㅇㅇ,추천 0,조회 473,2024.11.29 22:19:14,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3682&page=8
노트북,[일반],"과는 이비고
롤이나 피파 간간히 할듯
200언더로 노트북 추천좀",디갤러,추천 1,조회 469,2024.11.29 09:40:44,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3681&page=8
신입생 교복 질문,[일반],"교복 어떻게 맞춰야할까요?

1. 일주일에 교복 꼭 입어야 하는날 몇일인가요?
2. 체육복은 체육 안 들은날도 입어도 되나요?
3. 교복 안입고 생활복, 체육복만 입고 일주일 살아도 되나요?
4. 가디건은 구매 안해도 되겠지요?
5. 선배들이 물려주는 창구? 이런거 있나요(중딩 땐 학교에 물려주는 옷 두고 가면 알아서 필요한 사람이 챙겨가는 교실 같은데가 있었음)?",디갤러,추천 1,조회 482,2024.11.29 09:39:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3680&page=8
몰카,[일반],조심하세요,디갤러,추천 3,조회 565,2024.11.28 23:04:25,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3678&page=8
디미고 과잠있나요,[일반],ㅈㄱㄴ,디갤러,추천 4,조회 662,2024.11.28 20:47:58,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3676&page=8
해방 붙었다,[일반],"면접날 예쁜 사람 본 사람
어땠는지 후기 좀",디갤러,추천 5,조회 545,2024.11.28 00:17:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3675&page=8
태블릿,[일반],학교에서 태블릿 주나요?,디갤러,추천 2,조회 685,2024.11.27 19:06:25,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3674&page=8
웹플/해방 특전 합격하신분,[일반],뭐 만드셨는지 알려주실 수 있을까요,디갤러,추천 0,조회 505,2024.11.27 16:06:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3673&page=8
이비 대학,[일반],"이비과 대학 어디로 감?
잘 감?",디갤러,추천 1,조회 514,2024.11.26 23:29:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3671&page=8
특성화고전형메디컬,[일반],가능한가요?,ㅇㅇ,추천 0,조회 760,2024.11.26 17:29:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3670&page=8
붙긴했는데,[일반],"이제 뭔 공부 해야되냐??
프로그래밍 코딩 하나도 모르고 그냥 점수돼서 이과 간건데…
겨울방학 때 학원 다녀야겠지?",ㅇㅇ,추천 0,조회 850,2024.11.25 18:51:05,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3668&page=8
오티,[일반],오티 때 교복말고 체육복 입고 가두됨??,ㅇㅇ,추천 0,조회 642,2024.11.25 18:15:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3666&page=8
2차 결과,[일반],이비 붙은 사람 있음?,디갤러,추천 0,조회 487,2024.11.25 18:13:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3665&page=8
해킹방어과,[일반],솔직히 떨어질줄 알았는데... 합격했네용...ㅎㅎ.. 오티때 뵙시당,디갤러,추천 0,조회 348,2024.11.25 18:07:37,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3664&page=8
웹플 떨어짐,[일반],그래도 좋은 경험이었다,ㅇㅇ,추천 6,조회 436,2024.11.25 17:56:18,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3663&page=8
여기 오려고 학원다니던 애들도 있음?,[일반],"에기 오려고 학원까지 다닌 사람 있음?
일단 난 아님",디갤러,추천 0,조회 818,2024.11.25 17:54:48,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3662&page=8
해방,[일반],해방 붙고 입시 해방됨 ㅎㅎㅎㅎㅎㅎㅎㅎ,디갤러,추천 1,조회 256,2024.11.25 17:42:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3661&page=8
디컨붙음,[일반],"오티때봅시다
- dc official App",디갤러,추천 1,조회 302,2024.11.25 17:21:40,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3660&page=8
해방 붙었습니다,[일반],"아래 2차 후기 글 쓴 사람입니다

전 죽어도 못 붙을 거라 생각했는데 어찌저찌 붙었네요

학교에서 봅시다ㅠㅠㅠ",디갤러,추천 0,조회 440,2024.11.25 17:19:25,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3659&page=8
와우,[일반],"면접 망친거 같은데 행복하다 ㅎㅎㅎㅎ
선배님들 학교에서 뵙겠습니다.",디갤러,추천 1,조회 247,2024.11.25 17:14:25,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3658&page=8
웹플,[일반],붙은 사람?,디갤러,추천 1,조회 412,2024.11.25 17:13:44,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3657&page=8
바이바이,[일반],"면접 때라도 디미고에 갈 수 있어서 행복했네요 수고하셨어요
- dc official App",디갤러,추천 2,조회 327,2024.11.25 17:09:46,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3656&page=8
학교에서 봬요,[일반],해방입니다 감사합니다,ㅇㅇ,추천 5,조회 718,2024.11.25 17:08:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3655&page=8
해킹 방어,[일반],독학으로 할 수 있으려나 정말 하고싶었는데,디갤러,추천 0,조회 362,2024.11.25 17:06:55,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3654&page=8
2차 결과,[일반],떨어졌다...,디갤러,추천 0,조회 362,2024.11.25 17:05:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3653&page=8
09들아,[일반],합격 문자같은 거 있음?,디갤러,추천 0,조회 540,2024.11.25 16:13:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3652&page=8
갤 눈팅만 하던 졸업생인데,[일반],"학교에서 뭐 신고나 수사한다고 뭐라함?
사실이면 조용히 개추좀
조용하길래..",디갤러,추천 17,조회 861,2024.11.25 15:46:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3651&page=8
해방 H면접실,[일반],에서 본사람 있나요?어땠나요..,디갤러,추천 0,조회 616,2024.11.24 17:24:19,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3650&page=8
파란색 니트,[일반],"셔츠에 파란 니트 입은 애 무슨 과였나용
- dc official App",디갤러,추천 0,조회 710,2024.11.24 09:34:11,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3649&page=8
안녕히계세요,[일반],적성검사 개어렵더라고요 전 걍 일반고 갈렵니다,디갤러,추천 2,조회 518,2024.11.23 23:56:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3648&page=8
지금와서 좀 늦은감이 없지않아 있긴한데,[일반],"하나는 특전 일전 바뀐거 같은데
뭐가 바뀐거였을까 궁금하네",디갤러,추천 0,조회 847,2024.11.23 18:09:52,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3646&page=9
이비,[일반],적성검사는 4개 정도 틀린거 같은데 면접을 진짜 심하게 절었어요.옆에 두명은 진짜 학원다닌것 처럼 잘했는데 저만 계속 말하다 막히고 그랬는데 붙을수 있을까요?들어가고 싶운데ㅠㅠ,디갤러,추천 0,조회 568,2024.11.23 12:51:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3645&page=9
팩트) 수사 들어가기전에 글 지우면 아무문제 없다,[일반],"디시 정책이 글 지우면 모든 기록이 지워지는거라
선생들이 캡쳐를 따고 뭘 해도 수사 들어기기전에 너가 글만 지우면 별 문제가 없음
빨리 선생들 욕한거 다 지우시길 ㅋㅋㅋㅋ",디갤러,추천 0,조회 755,2024.11.23 12:09:30,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3644&page=9
일전 웹플 대기실 분위기 대체로 어떰,[일반],오늘 면접 보고온 사람 후기좀ㅇㅇ,디갤러,추천 0,조회 618,2024.11.22 23:35:54,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3643&page=9
땅주인,[일반],"철밥통
- dc official App",디갤러,추천 0,조회 364,2024.11.22 22:51:04,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3642&page=9
이비,[일반],"1대기실 2대기실
시험이랑 면접 본 사람들 잘 봄?",디갤러,추천 0,조회 420,2024.11.22 21:44:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3640&page=9
디미고 지망생 09들 필독,[일반],"밑에 봤듯이 요즘 학교에 불만갖고 디시에 글쓰는 애들 많은데
그거 때문에 학교에서 애들한테 디시에 글 쓰다가 걸리면 조진다했는데 근데도 여기에 글싸지르는 재학생? 십중팔구 정상 아니니까 적성검사가 어쩌네 학교가 어쩌네 하는 거 그냥 병먹금 하고 너가 후회없이 시험 잘치고 면접 잘 보고 온 거 같으면 붙으니까 걱정하지 마라",디갤러,추천 21,조회 1301,2024.11.22 21:08:14,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3639&page=9
2차 후기,[일반],"나도 이 갤에서 도움 많이 받았으니까 쓰겠음


난 해방과였는데 본관 말고 신관에서 침(10번 대기실)

사물함에 연예인 얼굴 붙어있었음...

일단 입실했는데 복도는 ㅈ라 추웠음,, 근데 안에는 난방 틀어놔서 따땃하더라

일단 입실 후엔 아무도 말 안 하고 있었고 하면 안 된다고 방송도 나왔음


문제의 소질적성검사(일단 난 조짐)

그렇게 막 어렵지는 않았는데 내가 뭘 골랐는지는 기억이 안 남
국어는 ㅈ라 쉬워서 문제 기억도 잘 안 날 정도였고(모의고사 쉬운난이도 문제 정도로 생각하면 됨/고1모고 기준)

영어도 마찬가지

정보는 정보책만 봐서는 안 된다... 전문지식 있는 친구들이라면 잘 모르겠지만 난 진짜 1도 모르는 학생인지라 모르는 용어 있었음

정보책 진심 달달 외워갔는데 아무리 찾아도 없는 단어 나왔음 이상한 개념 문제도 막 물어봤는데 학원 없이 혼자 준비해서 그런지 잘 모르겠더라(진짜 ㅈ됨)

수학은... 쉬운 문제는 쉽고 어려운 문제는 어려웠음

총 27문제였을 걸
한 20분 치니까 별표 친 거 빼고 다 풀어서 나머지 30분은 그거 푸는 데 씀,, 근데 아무리 봐도 다 모르겠다 싶으면 그냥 푼 문제 잘 푼 거 맞는지 확인이나 하셈 긴장해서 문제 잘못 보는 애들 많은 듯

그리고 면접

개꿀띠였음
일단 대기할 때 좀 춥기는 했는데 긴장해서 전혀 신경 안 쓰였고

선배님들이 계속 말 걸어주시는데 진짜 착하시더라 일단 거기서부터 내가 떨어졌음을 느꼈다

면접장 안으로 들어갔을 땐 여자쌤 남자쌤 계셨는데 잘 웃는 분위기였음 압박 제로

재치있게 대답하니 잘 웃으셨고 기본적으로 서늘하거나 무서운 분위기는 아니었다

하지만 그래서 그런지 더 떨어진 것 같음.. 내가 뭘 말하든 상관 안 쓰신 것 같기도 하고...
어쨌든 걱정했던 면접이 도리어 더 나았던 것 같기도

질문은 공개하면 안 될 테니 생략하도록 하겠음

결론
오늘 시험 잘 친 사람들, 면접 잘 본 사람들 축하합니다

선배님들도 감사했습니다 덕분에 경험 많이 쌓아가네요

비록 저는 합격하지 못한 것 같습니다만 그래도 다른 분들께는 좋은 결과 있을 거라 믿습니다

미리 합격 축하드리고 저는 이만 사라지겠습니다
내년에 지원할 학생들을 위해 글 올립니다
감사합니다!!",디갤러,추천 4,조회 767,2024.11.22 20:56:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3638&page=9
쩡찌혼 <-- 누구랑 같이 들어감?,[일반],륶띵히?,디갤러,추천 0,조회 556,2024.11.22 20:22:05,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3636&page=9
일전 했으면 ㅈ될뻔했네,[일반],난 특전이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,디갤러,추천 12,조회 796,2024.11.22 19:41:27,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3635&page=9
예쁜사람 많았나요,[일반],해방과 예쁜사람 있음?,ㅇㅇ,추천 0,조회 711,2024.11.22 19:29:35,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3634&page=9
적성검사,[일반],"해방인데 적성검사 절반찍은듯
전 개어려웠는데
일반고준비하러갑니다..ㅜ
- dc official App",갈릭,추천 1,조회 439,2024.11.22 18:40:38,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3632&page=9
적성검사,[일반],ㅅㅂ 나만 ㅈㄴ 어려웠던거임? 일반고 갈 준비 한다.....ㅠㅠㅠㅠㅠㅠㅠ,디갤러,추천 0,조회 511,2024.11.22 18:12:48,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3630&page=9
ㅈ댓다,[일반],옆에 두 친구 면접 진짜 잘하더라..,ㅇㅇ,추천 0,조회 485,2024.11.22 18:04:49,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3629&page=9
면접,[일반],"시험은 맨 뒤에 자리문제 빼고 쉽게 풀었는데
면접 어려웠던 사람 있음?
나만 쉬웠나",디갤러,추천 0,조회 412,2024.11.22 18:02:57,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3628&page=9
슬프다,[일반],"아이렇게어려울줄몰랏지
ㅋㅋ
ㅋㅋ
ㅋㅋ우울
ㅂㅂ",ㅇㅇ,추천 0,조회 379,2024.11.22 17:55:36,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3626&page=9
적성검사,[일반],"몇개 찍으셨나요 저는 4-5개
- dc official App",디갤러,추천 0,조회 642,2024.11.22 17:17:27,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3624&page=9
근데 디미고에서 대학 기계공학쪽으로 진학할수있음?,[일반],ㅇㅇ,디갤러,추천 0,조회 619,2024.11.22 09:34:42,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3622&page=9
디시 글 내릴거임?,[일반],"다 캡쳐한다는데 ㅋㅋㅋㅋ
조치하겠다니까 욕하던사람들 쏙들어갔노",디갤러,추천 0,조회 327,2024.11.22 09:34:03,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3621&page=9
컷 의미없으니 소신지원하라는거 이유가 있다니까,[일반],괜히 눈치보다가 점수 낮다고 원하는 과 포기하고 이비 썼다가 눈치게임 실패해서 컷 애매한 애들 싹다 떨어졌잖아. 정작 컷 신경안쓰고 작년이었으면 떨어지고도 남을 점수인데 소신지원으로 해방 쓴애들 붙었음. 이래도 소신지원 안할거냐? 점수는 매번 바뀌는거고 어차피 쓰지 말라해도 쓸거면 그냥 소신지원해라.,붕붕,추천 7,조회 524,2024.11.22 09:19:58,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3620&page=9
134.2 해방 떨어짐,[일반],ㅠㅠ,디갤러,추천 0,조회 506,2024.11.22 00:46:23,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3619&page=9
면접 잘 봐라,[일반],Just see ㅋㅋ,디갤러,추천 0,조회 295,2024.11.21 23:02:09,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3618&page=9
이비에 너무 몰린듯요,[일반],136이라 해방도 못붙을꺼같아서 이비썼는데 134.7이 해방 합격하는게 맞나 모르겠네요,디갤러,추천 0,조회 530,2024.11.21 22:47:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3617&page=9
면접 질 문,[일반],생기보 많이 나옴?,디갤러,추천 0,조회 274,2024.11.21 18:28:29,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3613&page=9
137.6 웹플 1차 합격,[일반],이번에 웹플로 많이 몰릴 줄 알아서 쫄렸는데 다행이네요,디갤러,추천 0,조회 302,2024.11.21 17:15:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3612&page=9
해방 136.4 1차합,[일반],"저도 옛날 점수글에서 정보 많이 얻어서 글 써봅니다
성적 118.37 생기부 18.1(미인정 지각3)",ㅇㅇ,추천 0,조회 343,2024.11.21 17:12:09,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3611&page=9
해방 134.1 붙음,[일반],"제 생각이긴한데요 이비에 다몰려서 해방 붙은듯
마음 내려놨었는데 잘보고오겠습니다",ㅇㅇ,추천 3,조회 561,2024.11.21 16:49:37,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3610&page=9
인생 ㅈ같은데 팁좀,[일반],2년반동안 디미고만 보고 살았는데 떨어지니까 뭐 어떻게 해야하는지 ㅈ도 모르겠음.....,디갤러,추천 0,조회 469,2024.11.21 16:43:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3609&page=9
138 디컨 1타 합격,[일반],갑니다!!!!!,디갤러,추천 0,조회 252,2024.11.21 16:43:26,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3608&page=9
소질적성검사 팁,[일반],"니네가 뭘 상상하던


진짜 그거보단 쉬울 거임

너네가 진심으로 학교에 붙고 싶어서 준비했다면

창의성 요구하는 수학 문제 많이 나옴 특히 경우의 수 단원 같은 거

당장 내일이니까 시험 준비 빡세게 해야겠다 -> (X)
정보책 대충 훑어보고 면접 준비만 하고 잠이나 일찍 자라 -> (O)",디갤러,추천 4,조회 483,2024.11.21 16:30:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3607&page=9
일전 커트라인 정리,[일반],"디컨 133점대 (133.5 합격)
이비 135점대 (135.4 합격)
웹플 135점대
해방 134점대

더 높은데 떨어졌거나, 더 낮은데 합격한 사람 업뎃좀 해줘요",디갤러,추천 9,조회 669,2024.11.21 16:07:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3606&page=9
형님들 소질적성검사에,[일반],"국어랑 영어 시험도봄?
정보랑 수학있는건 확인했는데
+면접때 인성질문만함?",디갤러,추천 0,조회 415,2024.11.21 15:30:37,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3605&page=9
138 이비 1차합격,[일반],후후후 다들 내일 화이팅.....ㅎ,디갤러,추천 0,조회 212,2024.11.21 15:26:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3603&page=9
133.5 디컨 합격,[일반],"면접이랑 적성시험 팁 있을까요ㅠㅠ
- dc official App",디갤러,추천 1,조회 494,2024.11.21 15:18:22,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3602&page=9
136.0 이비 1차 합격,[일반],내일 시험 제발 쉬웠으면,디갤러,추천 0,조회 192,2024.11.21 15:16:57,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3601&page=9
학식 한달 용돈 100만원 정도면 평균이라고 생각함,[일반],"급식 기준 한달 용돈 100만원이면 엄청 많은게 맞음

근데 학식 기준으로는 저정도 액수면 평균인 이유가 물가가 엄청 올라서 그럼

나이 많은 사람들은 이걸 이해를 못하더라",디갤러,추천 2,조회 356,2024.11.20 23:37:37,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3597&page=9
23기 웹플 필독,[일반],"아에 안씻는 새끼들,씻는답시고 물로만 씻는 새끼들,샴푸랑 바디워시,혹은 비누를 쓰는데 제대로 씻는법을 모르는 사람들을 위해서 올림.제발 처 씻고오자

머리는 동전(100원)만한크기,펌프식은 반정도 누르면 나오는 정도의 양으로 손으로 비벼서 머리카락을 씻고 행군후 더 작은 양으로 두피를 존나꼼꼼히 씻자
그런후 몸을 스펀지나 사워타올등을 사용해서 비누,바디워시 등으로 거품을 충분히 낸 후에 전신을 닦자.
순서는 딱히 상관없는데 머리-몸순으로 씻는게 몸에 좋다고 함
제발 귀 뒤,목,등 중간(날개뼈 사이),겨드랑이,팔꿈치 안쪽, 사타구니,허벅지,오금, 손가락,발가락사이는 제발 존나문데자.보통 상기한 부분이 냄새가 씹오짐

나머지는 제발 해왔으면 좋겠는거
혀 제발 닦자 보통 입냄새나는새끼들 말 들어보면 백에 구십구는 혀 안닦고댕김.제발 존나문지르자.백택 존나극혐
근데 니가 양치를 평소에도 존나 안한다면 혀가지고 안되니깐 제발 양치하자 양치한 후 가글이나 껌같은거 씹으면 더 좋다

향수같은거 뿌리면 좋긴한데 냄새나는데 뿌리면 공룡냄새나니깐 제발 씻고뿌리자.의외로 향수뿌리면 냄새 안날꺼라고 생각하는애들이 있는데 향수는 코밑에바르는
물파스가 아니다

손톱 제발 깎아라 존나 기르지 좀 말고 잘라라 개더러워보임

추가
샴푸-트리트먼트-린스순으로 사용해라
트린트먼트 사용법:샴푸후 샴푸를 깨끗히 제거후 물기를 조금 제거하고 주물주물 한다는 느낌으로 바르자.그 후 15분에서 30분정도 방치한다.안기다릴꺼면 그냥 린스만 쓰자
린스 사용법:샴푸나 트리트먼트 후 깨끗히 씻어낸 후샴푸보다 조금 많은 양을 사용한다.머리 중간,끝부분을 중심으로 두피에 닿지않도록 바른 후 1분정도 방치 후 씻어내라(바로 씻어내는게 좋다는 사람들도 있다)
깨끗이 행궈내지 않으면 비듬,탈모갤로 가는 원인이 될수도 있다.가는 모발에는 별로 좋지 않으니 자신의 모발이 가늘다고 하면 린스나 트리트먼트는 사용하지 말자

부탁이다 제발",디갤러,추천 21,조회 788,2024.11.20 22:50:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3596&page=9
