제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
안녕하세요,[일반],이번에 입학하는 신입생인데 동원고 내신 영어 많이 어렵나요?,"동갤러(116.127) 2025.01.22 16:44:12
조회 544 추천 0 댓글 5",추천 0,조회 544,2025.01.22 16:44:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3462&page=1
안녕하세요,[일반],이번에 동동고 배정됐어요,"동갤러(125.178) 2025.01.21 16:50:06
조회 433 추천 1 댓글 2",추천 1,조회 433,2025.01.21 16:50:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3461&page=1
미미미누 출연 동붕이 수준ㄷㄷㅋㅋㅋㅋ,[일반],"다들 광화문으로
- dc official App","ㅇㅇ(211.36) 2025.01.20 03:00:18
조회 1272 추천 3 댓글 1",추천 3,조회 1272,2025.01.20 03:00:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3460&page=1
궁금,[일반],동우여고 애들이랑 연애하는 동붕이들 있냐,"동갤러(116.127) 2025.01.06 22:58:43
조회 499 추천 1 댓글 1",추천 1,조회 499,2025.01.06 22:58:43,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3459&page=1
씨발 이거 뭐냐?,[일반],"장군님 못지키면 나라 박살난다 진짜
- dc official App","ㅇㅇ(125.249) 2025.01.01 00:09:06
조회 1164 추천 5 댓글 1",추천 5,조회 1164,2025.01.01 00:09:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3458&page=1
히히,[일반],동붕이들아 다들 수학학원 어디다니냐,"동갤러(116.127) 2024.12.31 20:10:20
조회 438 추천 0 댓글 2",추천 0,조회 438,2024.12.31 20:10:20,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3457&page=1
얘 동우임?,[일반],"윤통 지켜내자 제발
- dc official App","ㅇㅇ(125.249) 2024.12.31 01:19:03
조회 1189 추천 4 댓글 0",추천 4,조회 1189,2024.12.31 01:19:03,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3456&page=1
천천고 축제ㄷㄷ,[일반],- dc official App,"동갤러(125.249) 2024.12.30 03:21:39
조회 946 추천 0 댓글 1",추천 0,조회 946,2024.12.30 03:21:39,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3455&page=2
재수삼수 망하고 히키코모리된 0405게이들 필독,[졸업생],"25년 1월 육군 징집 추가모집 지원 (빠르면 바로 지원한 다음주에도 입대 가능)
이후 26년 7월 전역 후 4달 공부하고 수능 ㄱ
부대가서 상병 짬 먹으면 대충 10월쯤이니까 다음년도 수능 1년남음
상병달고 공부 스타트해서 반년정도 하다 전역해서 빡겜하고 마지막 수능 보면 된다
ㅇㅋ?
공군? 물론 공군 갈수만 있으면 좋지만
가뜩이나 요즘 공군 점수컷 미쳐 날뛰는데 정시파이터 동붕이들은 출석점수부터 십창 났을 것이니 포기하도록.
- dc official App","동갤러(106.101) 2024.12.26 19:33:49
조회 635 추천 1 댓글 1",추천 1,조회 635,2024.12.26 19:33:49,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3454&page=2
진짜 개빡치노,[일반],이제부터 여긴 통영 동원고가 점령한다,"ㅇㅇ(1.176) 2024.12.23 01:05:42
조회 433 추천 1 댓글 0",추천 1,조회 433,2024.12.23 01:05:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3453&page=2
동원동우고는 노근본이다.,[일반],"이미 정해진거 어쩔 수 없지만...
아쉬운거지~
원우고나 동원고나 동우고 중에 하나로 하지 그랬냐 ㅋㅋ
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
그러니까 이름부터 근본인 영생고가 G.O.A.T.
- dc official App","동갤러(104.28) 2024.12.02 21:02:24
조회 834 추천 0 댓글 1",추천 0,조회 834,2024.12.02 21:02:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3450&page=2
오랜만에 옛날 생각나서 온 18년 졸업 틀딱이다,[일반],"막학기인데 이제 곧 졸업하니까 옛날 생각이 막 든다

질문 받음","ㅇㅇ(118.235) 2024.12.01 22:09:01
조회 924 추천 0 댓글 8",추천 0,조회 924,2024.12.01 22:09:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3449&page=2
특히 이상헌쌤 없냐?,[일반],예를들면 지구 ㅇㅈㅇ,"동갤러(223.38) 2024.11.30 23:29:24
조회 455 추천 0 댓글 0",추천 0,조회 455,2024.11.30 23:29:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3448&page=2
동덕여대보면 동우여고 애들이 참 착해,[일반],"공학전환이 뭐라고

사실 착하다기보단 정상이라고 해야하나

여대가면 확실히 지능이 낮아지고 사상이 극단적으로 변하는 듯..","동갤러(211.36) 2024.11.13 01:06:48
조회 1554 추천 11 댓글 4",추천 11,조회 1554,2024.11.13 01:06:48,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3441&page=2
30대 아재가 되서 쓰는 글,[졸업생],"우상운 쌤 : 착하신데 담배 피거나 거짓말 하면 발차기 죽빵 등 많이 분노 하셨음

최경섭 : 싸대기 잘때림, 애들이 그닥 안좋아함
김영래 : 앞머리가 40cm임
엄현태 : 선비 그 자체 회초리로 손바닥 때리시는데 좀 아픔
김인규: 개기면 뒤짐
고석화: 싸대기 때리는데 짝 소리가 아니라 뻑 소리가 났음
조지영: 이쁘셨고 실력도 있음
이견희: 축구 구경할때 골대 뒤 그 계단 거기서 애들이랑 같이 있는데서 담배졸라핌 포스개간지 작렬
홍성덕: 교감이었을 시절, 갑자기 수업중 들어와서 내가 매점쓰레기나 줍는 사람이냐고 졸라 짜증난다고 했음 귀여움

강제 야간자율학습, 빡빡머리 등 우리때 존나미개했는데
이제 그러지 않겠지 쌤들도 늙으셔서 많이 퇴직하셨겠고
시간은 금방간다.

후배들 이거 하나만 알자
인생은 곧 돈이더라 ㅎㅎ 그럼ㅂㅂ","동갤러(211.235) 2024.11.13 01:00:24
조회 1004 추천 0 댓글 13",추천 0,조회 1004,2024.11.13 01:00:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3440&page=2
안녕하세요 영생고에서 또왔습니다.,[일반],동원고 여러분들 요즘 왜 활동을 안하시죠? 활발한 활동 부탁드립니다.,"ㅇㅇ(211.114) 2024.11.01 15:14:12
조회 709 추천 3 댓글 1",추천 3,조회 709,2024.11.01 15:14:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3439&page=2
수원칠보고에서 왔읍니다,[일반],"시험 일주일동안 퐁당퐁당 보는데 죽을 맛이다.
내일이면 다 끝난다.","동갤러(183.99) 2024.10.07 05:12:03
조회 961 추천 2 댓글 2",추천 2,조회 961,2024.10.07 05:12:03,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3436&page=2
지금 교감 누구임?,[졸업생],ㅇㅈㅎ임?,"동갤러(219.240) 2024.09.27 22:43:23
조회 903 추천 0 댓글 1",추천 0,조회 903,2024.09.27 22:43:23,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3434&page=2
내년에 학교통합,[일반],분반인거임? 어케 운영되는지 아는사람?,"동갤러(175.119) 2024.09.24 18:27:55
조회 1057 추천 0 댓글 2",추천 0,조회 1057,2024.09.24 18:27:55,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3433&page=2
학교에 게이잇냐,[일반],ㄹㅇ?,"동갤러(175.119) 2024.09.24 18:26:27
조회 957 추천 0 댓글 3",추천 0,조회 957,2024.09.24 18:26:27,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3432&page=2
미술 윤선생님 무슨 잘못했길래,[일반],그렇게 까이는 거임??,"동갤러(124.50) 2024.09.19 20:46:56
조회 1472 추천 0 댓글 1",추천 0,조회 1472,2024.09.19 20:46:56,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3428&page=2
동원고 16년에 졸업했는데,[졸업생],"벌써 20대 후반이라니

말도 안돼..","ㅇㅇ(1.238) 2024.09.13 22:05:00
조회 803 추천 0 댓글 3",추천 0,조회 803,2024.09.13 22:05:00,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3426&page=2
31기인가 졸업했는데 요새 학교 어떰,[졸업생],"요새도 8시/고3은 7시40분 등교임?

학교 머 남녀공학 된다는 얘기가 있는데 그건 또 머고
- dc official App","동갤러(175.214) 2024.09.12 19:15:12
조회 1270 추천 0 댓글 13",추천 0,조회 1270,2024.09.12 19:15:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3425&page=2
118.235,[일반],...,"동갤러(211.234) 2024.08.30 22:11:06
조회 657 추천 3 댓글 0",추천 3,조회 657,2024.08.30 22:11:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3423&page=2
그래서 동붕이들아 말좀 해봐,[일반],"지금 논란중인 사건 찐이야? 아니야 뭐가 맞는거야
재학생들은 알지 않냐
- dc official App","동갤러(117.111) 2024.08.30 14:45:58
조회 861 추천 0 댓글 1",추천 0,조회 861,2024.08.30 14:45:58,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3417&page=2
동원고 고1 제2외국어 있나요? 분반임?,[일반],ㅇㅇ?,"동갤러(61.255) 2024.08.30 00:00:15
조회 693 추천 0 댓글 2",추천 0,조회 693,2024.08.30 00:00:15,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3416&page=2
ㄷㅇ 텔그 신상목록 뿌림,[일반],하... 시발 졸업한지 3년이 지났는데도 아직 수능판에 남아서 공부는 안하고 빡갤만 ㅈ나 봐서 커뮤망령 다됐다..ㅠㅠ,"동갤러(210.103) 2024.08.29 20:05:57
조회 1863 추천 7 댓글 2",추천 7,조회 1863,2024.08.29 20:05:57,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3414&page=2
밑글 보고 얼마전 실베 올라온 거 생각남,[일반],"손, 허벅지 ""두께"" 주목하면...","동갤러(60.42) 2024.08.29 18:58:29
조회 1237 추천 9 댓글 2",추천 9,조회 1237,2024.08.29 18:58:29,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3413&page=2
동우녀 동갤 입갤ㅋㅋ (인증사진 있음),[일반],"대한민국 페미 제조 담당 동원에 놀러왔당 ㅎㅎ

DICK페이크 범인 한 명 맞냐?

한녀로서 너무 두렵다...

동우에 정신적 피해보상으로 치킨파티 기대해도 되는 부분? 이왕이면 고추바사삭 으로 부탁","동갤러(15.235) 2024.08.29 11:47:24
조회 3305 추천 50 댓글 12",추천 50,조회 3305,2024.08.29 11:47:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3412&page=2
평생 빨간줄이네 수고해라 ㅋㅋㅋㅋ,[일반],조주빈 알지? 언론에서 이렇게 난리면 원래 받아야할 형량보다 더 강하게 주는거? 수고해라 ㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(118.235) 2024.08.29 11:47:06
조회 1553 추천 7 댓글 0",추천 7,조회 1553,2024.08.29 11:47:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3411&page=2
개인정보를 최우선 가치로 생각하는 트위터에서 신상볼 수 있음,[일반],"걍 검색만하면 바로 나옵니다.
네","동갤러(211.36) 2024.08.28 23:51:12
조회 547 추천 2 댓글 0",추천 2,조회 547,2024.08.28 23:51:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3410&page=2
졸업생인데 대체 뭔일이냐ㅋㅋㅋㅋ 학교 분위기는 어떰?,[일반],"등교도 못할 것 같은데 나라면
동우 출신 친구들 다 개빡쳤더라","동갤러(110.76) 2024.08.28 02:02:06
조회 830 추천 0 댓글 0",추천 0,조회 830,2024.08.28 02:02:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3408&page=2
아무나 동원 명물 그분 신상 좀 올려주소,[일반],공익을위해,"동갤러(58.78) 2024.08.27 23:53:45
조회 1266 추천 0 댓글 5",추천 0,조회 1266,2024.08.27 23:53:45,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3406&page=2
개인신상 거론시 경찰수사 진행하겠습니다,[일반],한번만 더  개인신상  올리면  신고접수해서 경찰수사 들어간다,"동갤러(116.123) 2024.08.27 17:13:17
조회 1471 추천 5 댓글 9",추천 5,조회 1471,2024.08.27 17:13:17,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3405&page=2
니네 몇시까지등교 몇시하교임?,[일반],"ㅇㅇ?
- dc official App","동갤러(211.234) 2024.08.27 16:41:20
조회 563 추천 0 댓글 1",추천 0,조회 563,2024.08.27 16:41:20,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3400&page=2
야 졸업생인데 현역있냐?,[일반],"동원고 딥페이크 진짜냐? 현역인 얘들 있으면 말좀 해줘봐
- dc official App","동갤러(117.111) 2024.08.27 12:57:21
조회 604 추천 0 댓글 1",추천 0,조회 604,2024.08.27 12:57:21,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3399&page=2
야..ㅋㅋㅋ 조주빈도 꽤 텀 두고 신상 공개됐는데,[일반],"쟤는 바로 신상 까였네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ


쟨 어떻게 살아가냐? 전국의 담임들이 이 사건 언급 해서
우리 나잇대 애들은 이 사건 모르는 사람이 없을 테고,
자연스레 가해자 신상도 찾아볼텐데
나이,학교,이름,얼굴까지 다 까였더만 ㅋㅋㅋㅋㅋ

이제 두 시간 정도만 지나면 8시뉴스에도 나오고

공론화돼서 정치권에서도 언급되고

전국에 니 얼굴 모르는 사람도 없게 될 건데


진짜 너 어떻게 살아가냐???


포토라인 깔끔하게 하고 나와라 우리학교 이미지 좋아져야지...","ㅇㅇ(211.36) 2024.08.26 18:19:53
조회 1603 추천 16 댓글 1",추천 16,조회 1603,2024.08.26 18:19:53,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3394&page=2
그분 오늘 학교 나옴?,[일반],나옴? 분위기는 어떰?,"ㅇㅇ(211.234) 2024.08.26 16:44:12
조회 1000 추천 0 댓글 0",추천 0,조회 1000,2024.08.26 16:44:12,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3393&page=2
피바다랑 교감 보면서 느끼는건데,[일반],왜 이학교 대가리들은 다 영어쌤일까?,"ㅇㅇ(124.50) 2024.08.19 17:40:54
조회 1499 추천 8 댓글 2",추천 8,조회 1499,2024.08.19 17:40:54,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3385&page=2
ㅈ강현 인성교육,[일반],대본 국어책읽기 ㅈㄴ 성의없어보이면 개추,"동갤러(172.224) 2024.08.19 09:18:31
조회 831 추천 6 댓글 0",추천 6,조회 831,2024.08.19 09:18:31,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3384&page=2
오늘자 동원고에 불나서 좆됨 사진있음,[일반],"그딴건 없다 게이야
근데 동원에 일진 많냐","동갤러(61.255) 2024.08.06 03:30:08
조회 2615 추천 9 댓글 1",추천 9,조회 2615,2024.08.06 03:30:08,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3381&page=2
이 학교 존나 숨막힌다 시발,[일반],등교 한번 할라면 존나 헬 난이도에 방학도 ㅈ되게 짧고 학교도 병신같이 존나 크기만하고 진지하게 학교 자퇴를 고민하게 된 건 여기와서 처음이다 만족하고 다니는 게이들도 있겠지만 나는 이 학교가 넘 싫노,"넉마(210.96) 2024.08.05 23:52:08
조회 1066 추천 2 댓글 3",추천 2,조회 1066,2024.08.05 23:52:08,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3380&page=2
순섭샘 계시냐?,[일반],"1. 나름 열정있던 선생이었는데 순섭샘 계심?

2.최종웅 선생은?

다른 선생은 기억이안나","동갤러(39.117) 2024.07.28 16:09:37
조회 719 추천 0 댓글 1",추천 0,조회 719,2024.07.28 16:09:37,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3376&page=2
아니 시발 남녀통합 된다는게 사실이냐,[일반],"동원고 졸업생으로서 좀 마음아프네

남고라는 그 특유의 분위기랑 역사가 좋았는데 통합이라니

남녀공학 중학교 졸업후 동원고와서 정말 행복한 학교생활했는데

남고여서 좀 더 잘챙겨주고 따돌림없이 참 좋았던것같음

그 특유의 분위기도 너무 좋았는데

너무 가슴이 아프다 나의 동원","동갤러(118.235) 2024.07.26 02:22:49
조회 1143 추천 2 댓글 4",추천 2,조회 1143,2024.07.26 02:22:49,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3375&page=2
이 학교에서 누가 젤 병신임?,[일반],수성다니는게이다,"ㅇㅇ(180.224) 2024.07.19 21:41:39
조회 1132 추천 0 댓글 2",추천 0,조회 1132,2024.07.19 21:41:39,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3372&page=2
